field_1,lfenzid,lake_name,site,indicator,indicator_name,measurement,value,units,tli_band,nof_band,max_nof_band,national_bottom_line,max_national_bottom_line,lake_category,lake_type,lake_volume,nzsegment,lat,long,region,depth_bin,human_modified,period,n_leftcensored,n_rightcensored,dl,al,imputed_lower,imputed_upper,n_values,n_month,n_qtr,n_years,filter_ok,incl_ineq
1396,15312,Lake Tikitapu (Blue Lake),EBOP-00100,NH4N,Ammoniacal nitrogen,80th,0.005,mg/L,NA,NA,NA,NA,NA,Seasonally stratified and brackish,Stratified,13220396,4093963,-38.19524868,176.3305167,Bay of Plenty,15-50 m,21.0032529,2016-2020,7,0,0,NA,Imputed,No censored - no imputation required,56,56,20,5,TRUE,0.005
1397,15312,Lake Tikitapu (Blue Lake),EBOP-00100,NH4N,Ammoniacal nitrogen,95th,0.0067,mg/L,NA,NA,NA,NA,NA,Seasonally stratified and brackish,Stratified,13220396,4093963,-38.19524868,176.3305167,Bay of Plenty,15-50 m,21.0032529,2016-2020,7,0,0,NA,Imputed,No censored - no imputation required,56,56,20,5,TRUE,0.0067
1398,15312,Lake Tikitapu (Blue Lake),EBOP-00100,NH4N,Ammoniacal nitrogen,Annual maximum,0.021,mg/L,NA,NA,NA,NA,NA,Seasonally stratified and brackish,Stratified,13220396,4093963,-38.19524868,176.3305167,Bay of Plenty,15-50 m,21.0032529,2016-2020,7,0,0,NA,Imputed,No censored - no imputation required,56,56,20,5,TRUE,0.021
1399,15312,Lake Tikitapu (Blue Lake),EBOP-00100,NH4N_adj,Ammoniacal nitrogen (adjusted),5th,0.00042,mg/L,NA,NA,A,NA,FALSE,Seasonally stratified and brackish,Stratified,13220396,4093963,-38.19524868,176.3305167,Bay of Plenty,15-50 m,21.0032529,2016-2020,7,0,0.000218103,NA,Imputed,No censored - no imputation required,56,56,20,5,TRUE,<0.00021810291451396
1400,15312,Lake Tikitapu (Blue Lake),EBOP-00100,NH4N_adj,Ammoniacal nitrogen (adjusted),20th,0.001,mg/L,NA,NA,A,NA,FALSE,Seasonally stratified and brackish,Stratified,13220396,4093963,-38.19524868,176.3305167,Bay of Plenty,15-50 m,21.0032529,2016-2020,7,0,0.000218103,NA,Imputed,No censored - no imputation required,56,56,20,5,TRUE,0.001
1401,15312,Lake Tikitapu (Blue Lake),EBOP-00100,NH4N_adj,Ammoniacal nitrogen (adjusted),25th,0.001,mg/L,NA,NA,A,NA,FALSE,Seasonally stratified and brackish,Stratified,13220396,4093963,-38.19524868,176.3305167,Bay of Plenty,15-50 m,21.0032529,2016-2020,7,0,0.000218103,NA,Imputed,No censored - no imputation required,56,56,20,5,TRUE,0.001
1402,15312,Lake Tikitapu (Blue Lake),EBOP-00100,NH4N_adj,Ammoniacal nitrogen (adjusted),Median,0.002,mg/L,NA,A,A,FALSE,FALSE,Seasonally stratified and brackish,Stratified,13220396,4093963,-38.19524868,176.3305167,Bay of Plenty,15-50 m,21.0032529,2016-2020,7,0,0.000218103,NA,Imputed,No censored - no imputation required,56,56,20,5,TRUE,0.002
1403,15312,Lake Tikitapu (Blue Lake),EBOP-00100,NH4N_adj,Ammoniacal nitrogen (adjusted),75th,0.004,mg/L,NA,NA,A,NA,FALSE,Seasonally stratified and brackish,Stratified,13220396,4093963,-38.19524868,176.3305167,Bay of Plenty,15-50 m,21.0032529,2016-2020,7,0,0.000218103,NA,Imputed,No censored - no imputation required,56,56,20,5,TRUE,0.004
1404,15312,Lake Tikitapu (Blue Lake),EBOP-00100,NH4N_adj,Ammoniacal nitrogen (adjusted),80th,0.005,mg/L,NA,NA,A,NA,FALSE,Seasonally stratified and brackish,Stratified,13220396,4093963,-38.19524868,176.3305167,Bay of Plenty,15-50 m,21.0032529,2016-2020,7,0,0.000218103,NA,Imputed,No censored - no imputation required,56,56,20,5,TRUE,0.005
1405,15312,Lake Tikitapu (Blue Lake),EBOP-00100,NH4N_adj,Ammoniacal nitrogen (adjusted),95th,0.0067,mg/L,NA,NA,A,NA,FALSE,Seasonally stratified and brackish,Stratified,13220396,4093963,-38.19524868,176.3305167,Bay of Plenty,15-50 m,21.0032529,2016-2020,7,0,0.000218103,NA,Imputed,No censored - no imputation required,56,56,20,5,TRUE,0.0067
1406,15312,Lake Tikitapu (Blue Lake),EBOP-00100,NH4N_adj,Ammoniacal nitrogen (adjusted),Annual maximum,0.021,mg/L,NA,A,A,FALSE,FALSE,Seasonally stratified and brackish,Stratified,13220396,4093963,-38.19524868,176.3305167,Bay of Plenty,15-50 m,21.0032529,2016-2020,7,0,0.000218103,NA,Imputed,No censored - no imputation required,56,56,20,5,TRUE,0.021
1407,15312,Lake Tikitapu (Blue Lake),EBOP-00100,CLAR,Clarity,5th,3.06,m,NA,NA,NA,NA,NA,Seasonally stratified and brackish,Stratified,13220396,4093963,-38.19524868,176.3305167,Bay of Plenty,15-50 m,21.0032529,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,56,56,20,5,TRUE,3.06
1408,15312,Lake Tikitapu (Blue Lake),EBOP-00100,CLAR,Clarity,20th,5.055,m,NA,NA,NA,NA,NA,Seasonally stratified and brackish,Stratified,13220396,4093963,-38.19524868,176.3305167,Bay of Plenty,15-50 m,21.0032529,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,56,56,20,5,TRUE,5.055
1409,15312,Lake Tikitapu (Blue Lake),EBOP-00100,CLAR,Clarity,25th,5.325,m,NA,NA,NA,NA,NA,Seasonally stratified and brackish,Stratified,13220396,4093963,-38.19524868,176.3305167,Bay of Plenty,15-50 m,21.0032529,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,56,56,20,5,TRUE,5.325
1410,15312,Lake Tikitapu (Blue Lake),EBOP-00100,CLAR,Clarity,Median,7.525,m,NA,NA,NA,NA,NA,Seasonally stratified and brackish,Stratified,13220396,4093963,-38.19524868,176.3305167,Bay of Plenty,15-50 m,21.0032529,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,56,56,20,5,TRUE,7.525
1411,15312,Lake Tikitapu (Blue Lake),EBOP-00100,CLAR,Clarity,75th,8.45,m,NA,NA,NA,NA,NA,Seasonally stratified and brackish,Stratified,13220396,4093963,-38.19524868,176.3305167,Bay of Plenty,15-50 m,21.0032529,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,56,56,20,5,TRUE,8.45
1412,15312,Lake Tikitapu (Blue Lake),EBOP-00100,CLAR,Clarity,80th,8.915,m,NA,NA,NA,NA,NA,Seasonally stratified and brackish,Stratified,13220396,4093963,-38.19524868,176.3305167,Bay of Plenty,15-50 m,21.0032529,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,56,56,20,5,TRUE,8.915
1413,15312,Lake Tikitapu (Blue Lake),EBOP-00100,CLAR,Clarity,95th,10.55,m,NA,NA,NA,NA,NA,Seasonally stratified and brackish,Stratified,13220396,4093963,-38.19524868,176.3305167,Bay of Plenty,15-50 m,21.0032529,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,56,56,20,5,TRUE,10.55
1414,15312,Lake Tikitapu (Blue Lake),EBOP-00100,CLAR,Clarity,Annual maximum,12.6,m,NA,NA,NA,NA,NA,Seasonally stratified and brackish,Stratified,13220396,4093963,-38.19524868,176.3305167,Bay of Plenty,15-50 m,21.0032529,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,56,56,20,5,TRUE,12.6
1415,15312,Lake Tikitapu (Blue Lake),EBOP-00100,TLI3,Trophic level index 3,5th,2.23548,NA,NA,NA,NA,NA,NA,Seasonally stratified and brackish,Stratified,13220396,4093963,-38.19524868,176.3305167,Bay of Plenty,15-50 m,21.0032529,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,56,56,20,5,TRUE,2.23548
1416,15312,Lake Tikitapu (Blue Lake),EBOP-00100,TLI3,Trophic level index 3,20th,2.41794,NA,NA,NA,NA,NA,NA,Seasonally stratified and brackish,Stratified,13220396,4093963,-38.19524868,176.3305167,Bay of Plenty,15-50 m,21.0032529,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,56,56,20,5,TRUE,2.41794
1417,15312,Lake Tikitapu (Blue Lake),EBOP-00100,TLI3,Trophic level index 3,25th,2.44367,NA,NA,NA,NA,NA,NA,Seasonally stratified and brackish,Stratified,13220396,4093963,-38.19524868,176.3305167,Bay of Plenty,15-50 m,21.0032529,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,56,56,20,5,TRUE,2.44367
1418,15312,Lake Tikitapu (Blue Lake),EBOP-00100,TLI3,Trophic level index 3,Median,2.69966,NA,Oligotrophic (good),NA,NA,NA,NA,Seasonally stratified and brackish,Stratified,13220396,4093963,-38.19524868,176.3305167,Bay of Plenty,15-50 m,21.0032529,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,56,56,20,5,TRUE,2.69966
1419,15312,Lake Tikitapu (Blue Lake),EBOP-00100,TLI3,Trophic level index 3,75th,2.8871,NA,NA,NA,NA,NA,NA,Seasonally stratified and brackish,Stratified,13220396,4093963,-38.19524868,176.3305167,Bay of Plenty,15-50 m,21.0032529,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,56,56,20,5,TRUE,2.8871
1420,15312,Lake Tikitapu (Blue Lake),EBOP-00100,TLI3,Trophic level index 3,80th,2.9669,NA,NA,NA,NA,NA,NA,Seasonally stratified and brackish,Stratified,13220396,4093963,-38.19524868,176.3305167,Bay of Plenty,15-50 m,21.0032529,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,56,56,20,5,TRUE,2.9669
1421,15312,Lake Tikitapu (Blue Lake),EBOP-00100,TLI3,Trophic level index 3,95th,3.13964,NA,NA,NA,NA,NA,NA,Seasonally stratified and brackish,Stratified,13220396,4093963,-38.19524868,176.3305167,Bay of Plenty,15-50 m,21.0032529,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,56,56,20,5,TRUE,3.13964
1422,15312,Lake Tikitapu (Blue Lake),EBOP-00100,TLI3,Trophic level index 3,Annual maximum,3.215778605,NA,NA,NA,NA,NA,NA,Seasonally stratified and brackish,Stratified,13220396,4093963,-38.19524868,176.3305167,Bay of Plenty,15-50 m,21.0032529,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,56,56,20,5,TRUE,3.215778605
1531,1553,Lake Onslow,ORC-00034,NH4N,Ammoniacal nitrogen,25th,0.00257,mg/L,NA,NA,NA,NA,NA,Seasonally stratified and brackish,Stratified,14246011,14259115,-45.55231433,169.5969787,Otago,0-5 m,23.69100641,2016-2020,31,0,0.005,NA,Imputed,No censored - no imputation required,49,49,19,5,TRUE,<0.005
1423,15312,Lake Tikitapu (Blue Lake),EBOP-00100,TLI4,Trophic level index 4,5th,2.2892,NA,NA,NA,NA,NA,NA,Seasonally stratified and brackish,Stratified,13220396,4093963,-38.19524868,176.3305167,Bay of Plenty,15-50 m,21.0032529,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,56,56,20,5,TRUE,2.2892
1424,15312,Lake Tikitapu (Blue Lake),EBOP-00100,TLI4,Trophic level index 4,20th,2.51553,NA,NA,NA,NA,NA,NA,Seasonally stratified and brackish,Stratified,13220396,4093963,-38.19524868,176.3305167,Bay of Plenty,15-50 m,21.0032529,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,56,56,20,5,TRUE,2.51553
1425,15312,Lake Tikitapu (Blue Lake),EBOP-00100,TLI4,Trophic level index 4,25th,2.56338,NA,NA,NA,NA,NA,NA,Seasonally stratified and brackish,Stratified,13220396,4093963,-38.19524868,176.3305167,Bay of Plenty,15-50 m,21.0032529,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,56,56,20,5,TRUE,2.56338
1426,15312,Lake Tikitapu (Blue Lake),EBOP-00100,TLI4,Trophic level index 4,Median,2.78483,NA,Oligotrophic (good),NA,NA,NA,NA,Seasonally stratified and brackish,Stratified,13220396,4093963,-38.19524868,176.3305167,Bay of Plenty,15-50 m,21.0032529,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,56,56,20,5,TRUE,2.78483
1427,15312,Lake Tikitapu (Blue Lake),EBOP-00100,TLI4,Trophic level index 4,75th,2.95744,NA,NA,NA,NA,NA,NA,Seasonally stratified and brackish,Stratified,13220396,4093963,-38.19524868,176.3305167,Bay of Plenty,15-50 m,21.0032529,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,56,56,20,5,TRUE,2.95744
1428,15312,Lake Tikitapu (Blue Lake),EBOP-00100,TLI4,Trophic level index 4,80th,3.0223,NA,NA,NA,NA,NA,NA,Seasonally stratified and brackish,Stratified,13220396,4093963,-38.19524868,176.3305167,Bay of Plenty,15-50 m,21.0032529,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,56,56,20,5,TRUE,3.0223
1429,15312,Lake Tikitapu (Blue Lake),EBOP-00100,TLI4,Trophic level index 4,95th,3.29698,NA,NA,NA,NA,NA,NA,Seasonally stratified and brackish,Stratified,13220396,4093963,-38.19524868,176.3305167,Bay of Plenty,15-50 m,21.0032529,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,56,56,20,5,TRUE,3.29698
1430,15312,Lake Tikitapu (Blue Lake),EBOP-00100,TLI4,Trophic level index 4,Annual maximum,3.340390925,NA,NA,NA,NA,NA,NA,Seasonally stratified and brackish,Stratified,13220396,4093963,-38.19524868,176.3305167,Bay of Plenty,15-50 m,21.0032529,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,56,56,20,5,TRUE,3.340390925
1431,15312,Lake Tikitapu (Blue Lake),EBOP-00100,TN,Total nitrogen,5th,0.1553,mg/L,NA,NA,B,NA,FALSE,Seasonally stratified and brackish,Stratified,13220396,4093963,-38.19524868,176.3305167,Bay of Plenty,15-50 m,21.0032529,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,56,56,20,5,TRUE,0.1553
1432,15312,Lake Tikitapu (Blue Lake),EBOP-00100,TN,Total nitrogen,20th,0.1617,mg/L,NA,NA,B,NA,FALSE,Seasonally stratified and brackish,Stratified,13220396,4093963,-38.19524868,176.3305167,Bay of Plenty,15-50 m,21.0032529,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,56,56,20,5,TRUE,0.1617
1433,15312,Lake Tikitapu (Blue Lake),EBOP-00100,TN,Total nitrogen,25th,0.1635,mg/L,NA,NA,B,NA,FALSE,Seasonally stratified and brackish,Stratified,13220396,4093963,-38.19524868,176.3305167,Bay of Plenty,15-50 m,21.0032529,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,56,56,20,5,TRUE,0.1635
1434,15312,Lake Tikitapu (Blue Lake),EBOP-00100,TN,Total nitrogen,Median,0.17,mg/L,NA,B,B,FALSE,FALSE,Seasonally stratified and brackish,Stratified,13220396,4093963,-38.19524868,176.3305167,Bay of Plenty,15-50 m,21.0032529,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,56,56,20,5,TRUE,0.17
1435,15312,Lake Tikitapu (Blue Lake),EBOP-00100,TN,Total nitrogen,75th,0.181,mg/L,NA,NA,B,NA,FALSE,Seasonally stratified and brackish,Stratified,13220396,4093963,-38.19524868,176.3305167,Bay of Plenty,15-50 m,21.0032529,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,56,56,20,5,TRUE,0.181
1436,15312,Lake Tikitapu (Blue Lake),EBOP-00100,TN,Total nitrogen,80th,0.1823,mg/L,NA,NA,B,NA,FALSE,Seasonally stratified and brackish,Stratified,13220396,4093963,-38.19524868,176.3305167,Bay of Plenty,15-50 m,21.0032529,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,56,56,20,5,TRUE,0.1823
1437,15312,Lake Tikitapu (Blue Lake),EBOP-00100,TN,Total nitrogen,95th,0.2085,mg/L,NA,NA,B,NA,FALSE,Seasonally stratified and brackish,Stratified,13220396,4093963,-38.19524868,176.3305167,Bay of Plenty,15-50 m,21.0032529,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,56,56,20,5,TRUE,0.2085
1438,15312,Lake Tikitapu (Blue Lake),EBOP-00100,TN,Total nitrogen,Annual maximum,0.239,mg/L,NA,NA,B,NA,FALSE,Seasonally stratified and brackish,Stratified,13220396,4093963,-38.19524868,176.3305167,Bay of Plenty,15-50 m,21.0032529,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,56,56,20,5,TRUE,0.239
1439,15312,Lake Tikitapu (Blue Lake),EBOP-00100,TP,Total phosphorus,5th,0.0023,mg/L,NA,NA,A,NA,FALSE,Seasonally stratified and brackish,Stratified,13220396,4093963,-38.19524868,176.3305167,Bay of Plenty,15-50 m,21.0032529,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,56,56,20,5,TRUE,0.0023
1440,15312,Lake Tikitapu (Blue Lake),EBOP-00100,TP,Total phosphorus,20th,0.003,mg/L,NA,NA,A,NA,FALSE,Seasonally stratified and brackish,Stratified,13220396,4093963,-38.19524868,176.3305167,Bay of Plenty,15-50 m,21.0032529,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,56,56,20,5,TRUE,0.003
1441,15312,Lake Tikitapu (Blue Lake),EBOP-00100,TP,Total phosphorus,25th,0.004,mg/L,NA,NA,A,NA,FALSE,Seasonally stratified and brackish,Stratified,13220396,4093963,-38.19524868,176.3305167,Bay of Plenty,15-50 m,21.0032529,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,56,56,20,5,TRUE,0.004
1442,15312,Lake Tikitapu (Blue Lake),EBOP-00100,TP,Total phosphorus,Median,0.004,mg/L,NA,A,A,FALSE,FALSE,Seasonally stratified and brackish,Stratified,13220396,4093963,-38.19524868,176.3305167,Bay of Plenty,15-50 m,21.0032529,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,56,56,20,5,TRUE,0.004
1651,16939,Lake Waipu,LAWA-102710,ECOLI,E. coli,G260,0.375,cfu/100mL,NA,D,E,NA,NA,Polymictic,Polymictic,163430.7813,7228147,-40.044016,175.156233,Manawatu-Whanganui,5-15 m,100,2016-2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1443,15312,Lake Tikitapu (Blue Lake),EBOP-00100,TP,Total phosphorus,75th,0.005,mg/L,NA,NA,A,NA,FALSE,Seasonally stratified and brackish,Stratified,13220396,4093963,-38.19524868,176.3305167,Bay of Plenty,15-50 m,21.0032529,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,56,56,20,5,TRUE,0.005
1444,15312,Lake Tikitapu (Blue Lake),EBOP-00100,TP,Total phosphorus,80th,0.005,mg/L,NA,NA,A,NA,FALSE,Seasonally stratified and brackish,Stratified,13220396,4093963,-38.19524868,176.3305167,Bay of Plenty,15-50 m,21.0032529,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,56,56,20,5,TRUE,0.005
1445,15312,Lake Tikitapu (Blue Lake),EBOP-00100,TP,Total phosphorus,95th,0.006,mg/L,NA,NA,A,NA,FALSE,Seasonally stratified and brackish,Stratified,13220396,4093963,-38.19524868,176.3305167,Bay of Plenty,15-50 m,21.0032529,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,56,56,20,5,TRUE,0.006
1446,15312,Lake Tikitapu (Blue Lake),EBOP-00100,TP,Total phosphorus,Annual maximum,0.008,mg/L,NA,NA,A,NA,FALSE,Seasonally stratified and brackish,Stratified,13220396,4093963,-38.19524868,176.3305167,Bay of Plenty,15-50 m,21.0032529,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,56,56,20,5,TRUE,0.008
1447,15325,Lake Okareka,EBOP-00087,CHLA,Chlorophyll-a,5th,1.09,mg/m3,NA,NA,B,NA,FALSE,Seasonally stratified and brackish,Stratified,37308072,4092671,-38.16736033,176.3588935,Bay of Plenty,15-50 m,41.2319179,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,56,56,20,5,TRUE,1.09
1448,15325,Lake Okareka,EBOP-00087,CHLA,Chlorophyll-a,20th,1.8,mg/m3,NA,NA,B,NA,FALSE,Seasonally stratified and brackish,Stratified,37308072,4092671,-38.16736033,176.3588935,Bay of Plenty,15-50 m,41.2319179,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,56,56,20,5,TRUE,1.8
1449,15325,Lake Okareka,EBOP-00087,CHLA,Chlorophyll-a,25th,2.15,mg/m3,NA,NA,B,NA,FALSE,Seasonally stratified and brackish,Stratified,37308072,4092671,-38.16736033,176.3588935,Bay of Plenty,15-50 m,41.2319179,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,56,56,20,5,TRUE,2.15
1450,15325,Lake Okareka,EBOP-00087,CHLA,Chlorophyll-a,Median,3.4,mg/m3,NA,B,B,FALSE,FALSE,Seasonally stratified and brackish,Stratified,37308072,4092671,-38.16736033,176.3588935,Bay of Plenty,15-50 m,41.2319179,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,56,56,20,5,TRUE,3.4
1451,15325,Lake Okareka,EBOP-00087,CHLA,Chlorophyll-a,75th,4.95,mg/m3,NA,NA,B,NA,FALSE,Seasonally stratified and brackish,Stratified,37308072,4092671,-38.16736033,176.3588935,Bay of Plenty,15-50 m,41.2319179,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,56,56,20,5,TRUE,4.95
1452,15325,Lake Okareka,EBOP-00087,CHLA,Chlorophyll-a,80th,5.56,mg/m3,NA,NA,B,NA,FALSE,Seasonally stratified and brackish,Stratified,37308072,4092671,-38.16736033,176.3588935,Bay of Plenty,15-50 m,41.2319179,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,56,56,20,5,TRUE,5.56
